OrderID,OrderDate,ShipDate,ShipMode,Segment,City,State,Region,Category,SubCategory,Sales,Quantity,Discount,Profit
US-2015-134026,4/26/2015,5/2/2015,Standard Class,Consumer,Memphis,Tennessee,South,Furniture,Chairs,831.94,8,0.2,-114.39
US-2015-134026,4/26/2015,5/2/2015,Standard Class,Consumer,Memphis,Tennessee,South,Furniture,Furnishings,97.04,2,0.2,1.21
US-2015-134026,4/26/2015,5/2/2015,Standard Class,Consumer,Memphis,Tennessee,South,Office Supplies,Storage,72.78,1,0.2,-18.2
US-2017-118038,12/9/2017,12/11/2017,First Class,Corporate,Houston,Texas,Central,Office Supplies,Binders,1.25,3,0.8,-1.93
US-2017-118038,12/9/2017,12/11/2017,First Class,Corporate,Houston,Texas,Central,Furniture,Furnishings,9.71,3,0.6,-5.82
US-2017-118038,12/9/2017,12/11/2017,First Class,Corporate,Houston,Texas,Central,Office Supplies,Storage,27.24,3,0.2,2.72
US-2014-147606,11/26/2014,12/1/2014,Second Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,19.3,5,0.6,-14.48
CA-2016-127208,6/12/2016,6/15/2016,First Class,Corporate,Decatur,Alabama,South,Office Supplies,Appliances,208.16,1,0,56.2
CA-2016-127208,6/12/2016,6/15/2016,First Class,Corporate,Decatur,Alabama,South,Office Supplies,Binders,16.74,3,0,8.04
CA-2014-139451,10/12/2014,10/16/2014,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,14.9,5,0,4.17
CA-2014-139451,10/12/2014,10/16/2014,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Storage,21.39,1,0,6.2
CA-2015-149734,9/3/2015,9/8/2015,Standard Class,Corporate,Durham,North Carolina,South,Office Supplies,Envelopes,200.98,7,0.2,62.81
US-2017-119662,11/13/2017,11/16/2017,First Class,Home Office,Chicago,Illinois,Central,Office Supplies,Storage,230.38,3,0.2,-48.95
CA-2017-140088,5/28/2017,5/30/2017,Second Class,Consumer,Columbia,South Carolina,South,Furniture,Chairs,301.96,2,0,33.22
CA-2017-155558,10/26/2017,11/2/2017,Standard Class,Consumer,Rochester,Minnesota,Central,Technology,Accessories,19.99,1,0,6.8
CA-2017-155558,10/26/2017,11/2/2017,Standard Class,Consumer,Rochester,Minnesota,Central,Office Supplies,Labels,6.16,2,0,2.96
CA-2016-159695,4/5/2016,4/10/2016,Second Class,Home Office,Houston,Texas,Central,Office Supplies,Storage,158.37,7,0.2,13.86
CA-2016-109806,9/17/2016,9/22/2016,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Art,20.1,3,0,6.63
CA-2016-109806,9/17/2016,9/22/2016,Standard Class,Corporate,Los Angeles,California,West,Technology,Phones,73.58,2,0.2,8.28
CA-2016-109806,9/17/2016,9/22/2016,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,6.48,1,0,3.11
CA-2015-149587,1/31/2015,2/5/2015,Second Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Paper,12.96,2,0,6.22
CA-2015-149587,1/31/2015,2/5/2015,Second Class,Consumer,Minneapolis,Minnesota,Central,Furniture,Furnishings,53.34,3,0,16.54
CA-2015-149587,1/31/2015,2/5/2015,Second Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,32.96,2,0,16.15
US-2017-109484,11/6/2017,11/12/2017,Standard Class,Home Office,Portland,Oregon,West,Office Supplies,Binders,5.68,1,0.7,-3.79
CA-2017-161018,11/9/2017,11/11/2017,Second Class,Home Office,New York City,New York,East,Furniture,Furnishings,96.53,7,0,40.54
CA-2017-157833,6/17/2017,6/20/2017,First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,51.31,3,0.2,17.96
CA-2016-149223,9/6/2016,9/11/2016,Standard Class,Corporate,Saint Paul,Minnesota,Central,Office Supplies,Appliances,77.88,6,0,22.59
CA-2016-158568,8/29/2016,9/2/2016,Standard Class,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,64.62,7,0.2,22.62
CA-2016-158568,8/29/2016,9/2/2016,Standard Class,Home Office,Chicago,Illinois,Central,Technology,Accessories,95.98,3,0.2,-10.8
CA-2016-158568,8/29/2016,9/2/2016,Standard Class,Home Office,Chicago,Illinois,Central,Office Supplies,Binders,1.79,3,0.8,-3.04
CA-2016-129903,12/1/2016,12/4/2016,Second Class,Consumer,Rochester,Minnesota,Central,Office Supplies,Paper,23.92,4,0,11.72
US-2015-156867,11/13/2015,11/17/2015,Standard Class,Consumer,Aurora,Colorado,West,Technology,Accessories,238.9,6,0.2,-26.88
US-2015-156867,11/13/2015,11/17/2015,Standard Class,Consumer,Aurora,Colorado,West,Furniture,Furnishings,102.36,3,0.2,-3.84
US-2015-156867,11/13/2015,11/17/2015,Standard Class,Consumer,Aurora,Colorado,West,Office Supplies,Binders,36.88,3,0.7,-25.82
CA-2017-119004,11/23/2017,11/28/2017,Standard Class,Consumer,Charlotte,North Carolina,South,Technology,Accessories,74.11,8,0.2,17.6
CA-2017-119004,11/23/2017,11/28/2017,Standard Class,Consumer,Charlotte,North Carolina,South,Technology,Phones,27.99,1,0.2,2.1
CA-2017-119004,11/23/2017,11/28/2017,Standard Class,Consumer,Charlotte,North Carolina,South,Office Supplies,Art,3.3,1,0.2,1.07
CA-2015-129476,10/15/2015,10/20/2015,Standard Class,Home Office,Orland Park,Illinois,Central,Technology,Accessories,339.96,5,0.2,67.99
CA-2017-146780,12/25/2017,12/30/2017,Standard Class,Corporate,New York City,New York,East,Furniture,Furnishings,41.96,2,0,10.91
CA-2016-128867,11/3/2016,11/10/2016,Standard Class,Consumer,Urbandale,Iowa,Central,Office Supplies,Art,75.96,2,0,22.79
CA-2016-128867,11/3/2016,11/10/2016,Standard Class,Consumer,Urbandale,Iowa,Central,Office Supplies,Binders,27.24,6,0,13.35
CA-2014-115259,8/25/2014,8/27/2014,Second Class,Consumer,Columbus,Ohio,East,Office Supplies,Fasteners,40.1,14,0.2,14.53
CA-2014-115259,8/25/2014,8/27/2014,Second Class,Consumer,Columbus,Ohio,East,Office Supplies,Envelopes,4.72,2,0.2,1.65
CA-2014-115259,8/25/2014,8/27/2014,Second Class,Consumer,Columbus,Ohio,East,Office Supplies,Paper,23.98,3,0.2,7.49
CA-2014-115259,8/25/2014,8/27/2014,Second Class,Consumer,Columbus,Ohio,East,Office Supplies,Envelopes,130.46,6,0.2,44.03
CA-2015-110457,3/2/2015,3/6/2015,Standard Class,Consumer,Seattle,Washington,West,Furniture,Tables,787.53,3,0,165.38
US-2015-136476,4/5/2015,4/10/2015,Standard Class,Corporate,Bristol,Tennessee,South,Office Supplies,Binders,157.79,1,0.7,-115.72
CA-2016-103730,6/12/2016,6/15/2016,First Class,Consumer,Wilmington,Delaware,East,Furniture,Furnishings,47.04,3,0,18.35
CA-2016-103730,6/12/2016,6/15/2016,First Class,Consumer,Wilmington,Delaware,East,Office Supplies,Binders,30.84,4,0,13.88
CA-2016-103730,6/12/2016,6/15/2016,First Class,Consumer,Wilmington,Delaware,East,Office Supplies,Storage,226.56,6,0,63.44
CA-2016-103730,6/12/2016,6/15/2016,First Class,Consumer,Wilmington,Delaware,East,Office Supplies,Envelopes,115.02,9,0,51.76
CA-2016-103730,6/12/2016,6/15/2016,First Class,Consumer,Wilmington,Delaware,East,Technology,Phones,68.04,7,0,19.73
US-2014-152030,12/26/2014,12/28/2014,Second Class,Home Office,Houston,Texas,Central,Furniture,Chairs,600.56,3,0.3,-8.58
US-2014-134614,9/20/2014,9/25/2014,Standard Class,Consumer,Bloomington,Illinois,Central,Furniture,Tables,617.7,6,0.5,-407.68
US-2017-107272,11/5/2017,11/12/2017,Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,2.39,2,0.7,-1.83
US-2017-107272,11/5/2017,11/12/2017,Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,Storage,243.99,7,0.2,30.5
US-2016-125969,11/6/2016,11/10/2016,Second Class,Home Office,Los Angeles,California,West,Furniture,Chairs,81.42,2,0.2,-9.16
US-2016-125969,11/6/2016,11/10/2016,Second Class,Home Office,Los Angeles,California,West,Furniture,Furnishings,238.56,3,0,26.24
US-2017-164147,2/2/2017,2/5/2017,First Class,Corporate,Columbus,Ohio,East,Technology,Phones,59.97,5,0.4,-11.99
US-2017-164147,2/2/2017,2/5/2017,First Class,Corporate,Columbus,Ohio,East,Office Supplies,Paper,78.3,2,0.2,29.36
US-2017-164147,2/2/2017,2/5/2017,First Class,Corporate,Columbus,Ohio,East,Office Supplies,Fasteners,21.46,9,0.2,6.97
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,Consumer,Roseville,California,West,Office Supplies,Paper,20.04,3,0,9.62
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,Consumer,Roseville,California,West,Office Supplies,Paper,35.44,1,0,16.66
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,Consumer,Roseville,California,West,Office Supplies,Art,11.52,4,0,3.46
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,Consumer,Roseville,California,West,Office Supplies,Fasteners,4.02,2,0,1.97
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,Consumer,Roseville,California,West,Office Supplies,Binders,76.18,3,0.2,26.66
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,Consumer,Roseville,California,West,Office Supplies,Supplies,65.88,6,0,18.45
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,Consumer,Roseville,California,West,Furniture,Furnishings,43.12,14,0,20.7
CA-2016-110366,9/5/2016,9/7/2016,Second Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,82.8,2,0.2,10.35
CA-2017-106180,9/18/2017,9/23/2017,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Art,8.82,3,0,2.38
CA-2017-106180,9/18/2017,9/23/2017,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Envelopes,10.86,3,0,5.1
CA-2017-106180,9/18/2017,9/23/2017,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Paper,143.7,3,0,68.98
CA-2017-155376,12/22/2017,12/27/2017,Standard Class,Consumer,Independence,Missouri,Central,Office Supplies,Appliances,839.43,3,0,218.25
CA-2015-110744,9/7/2015,9/12/2015,Standard Class,Consumer,Pasadena,California,West,Office Supplies,Storage,671.93,7,0,20.16
CA-2014-110072,10/22/2014,10/28/2014,Standard Class,Home Office,Newark,Ohio,East,Furniture,Furnishings,93.89,4,0.2,12.91
CA-2016-114489,12/5/2016,12/9/2016,Standard Class,Corporate,Franklin,Wisconsin,Central,Technology,Phones,384.45,11,0,103.8
CA-2016-114489,12/5/2016,12/9/2016,Standard Class,Corporate,Franklin,Wisconsin,Central,Technology,Phones,149.97,3,0,6
CA-2016-114489,12/5/2016,12/9/2016,Standard Class,Corporate,Franklin,Wisconsin,Central,Furniture,Chairs,1951.84,8,0,585.55
CA-2016-114489,12/5/2016,12/9/2016,Standard Class,Corporate,Franklin,Wisconsin,Central,Office Supplies,Binders,171.55,5,0,80.63
CA-2016-158834,3/13/2016,3/16/2016,First Class,Home Office,Scottsdale,Arizona,West,Office Supplies,Appliances,157.92,5,0.2,17.77
CA-2016-158834,3/13/2016,3/16/2016,First Class,Home Office,Scottsdale,Arizona,West,Technology,Phones,203.18,2,0.2,15.24
CA-2015-124919,5/31/2015,6/2/2015,First Class,Corporate,San Jose,California,West,Office Supplies,Paper,58.38,7,0,26.27
CA-2015-124919,5/31/2015,6/2/2015,First Class,Corporate,San Jose,California,West,Office Supplies,Paper,105.52,4,0,48.54
CA-2015-124919,5/31/2015,6/2/2015,First Class,Corporate,San Jose,California,West,Office Supplies,Storage,80.88,6,0,21.03
CA-2015-118948,5/28/2015,6/3/2015,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Art,6.63,3,0,1.79
CA-2014-104269,3/1/2014,3/6/2014,Second Class,Consumer,Seattle,Washington,West,Furniture,Chairs,457.57,2,0.2,51.48
CA-2016-114104,11/20/2016,11/24/2016,Standard Class,Consumer,Edmond,Oklahoma,Central,Office Supplies,Labels,14.62,2,0,6.87
CA-2016-114104,11/20/2016,11/24/2016,Standard Class,Consumer,Edmond,Oklahoma,Central,Technology,Phones,944.93,7,0,236.23
CA-2016-162733,5/11/2016,5/12/2016,First Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,5.98,1,0,2.69
CA-2015-119697,12/28/2015,12/31/2015,Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,54.38,2,0.2,1.36
CA-2016-154508,11/16/2016,11/20/2016,Standard Class,Consumer,Carlsbad,New Mexico,West,Office Supplies,Envelopes,28.4,5,0,13.35
CA-2016-113817,11/7/2016,11/11/2016,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,27.68,2,0.2,9.69
CA-2014-139892,9/8/2014,9/12/2014,Standard Class,Consumer,San Antonio,Texas,Central,Office Supplies,Art,9.94,3,0.2,2.73
CA-2014-139892,9/8/2014,9/12/2014,Standard Class,Consumer,San Antonio,Texas,Central,Technology,Machines,8159.95,8,0.4,-1359.99
CA-2014-139892,9/8/2014,9/12/2014,Standard Class,Consumer,San Antonio,Texas,Central,Office Supplies,Storage,275.93,3,0.2,-58.63
CA-2014-139892,9/8/2014,9/12/2014,Standard Class,Consumer,San Antonio,Texas,Central,Furniture,Chairs,1740.06,9,0.3,-24.86
CA-2014-139892,9/8/2014,9/12/2014,Standard Class,Consumer,San Antonio,Texas,Central,Office Supplies,Art,32.06,6,0.2,6.81
CA-2014-139892,9/8/2014,9/12/2014,Standard Class,Consumer,San Antonio,Texas,Central,Office Supplies,Appliances,177.98,5,0.8,-453.85
CA-2014-139892,9/8/2014,9/12/2014,Standard Class,Consumer,San Antonio,Texas,Central,Technology,Phones,143.98,3,0.2,9
CA-2014-118962,8/5/2014,8/9/2014,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,20.94,3,0,9.84
CA-2014-118962,8/5/2014,8/9/2014,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,110.96,2,0,53.26
CA-2014-118962,8/5/2014,8/9/2014,Standard Class,Consumer,Los Angeles,California,West,Furniture,Chairs,340.14,7,0.2,21.26
US-2014-100853,9/14/2014,9/19/2014,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Appliances,52.45,2,0.8,-131.12
US-2014-100853,9/14/2014,9/19/2014,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Labels,20.16,4,0.2,6.55
US-2017-152366,4/21/2017,4/25/2017,Second Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,97.26,4,0.8,-243.16
US-2015-101511,11/21/2015,11/23/2015,Second Class,Consumer,Newark,Ohio,East,Furniture,Chairs,396.8,7,0.3,-11.34
US-2015-101511,11/21/2015,11/23/2015,Second Class,Consumer,Newark,Ohio,East,Office Supplies,Supplies,15.88,5,0.2,-3.77
CA-2015-137225,12/15/2015,12/19/2015,Standard Class,Home Office,New York City,New York,East,Office Supplies,Art,3.28,1,0,1.41
CA-2014-166191,12/5/2014,12/9/2014,Second Class,Corporate,Decatur,Illinois,Central,Office Supplies,Storage,24.82,2,0.2,1.86
CA-2014-166191,12/5/2014,12/9/2014,Second Class,Corporate,Decatur,Illinois,Central,Technology,Accessories,408.74,7,0.2,76.64
CA-2014-158274,11/19/2014,11/24/2014,Second Class,Home Office,Monroe,Louisiana,South,Technology,Phones,503.96,4,0,131.03
CA-2014-158274,11/19/2014,11/24/2014,Second Class,Home Office,Monroe,Louisiana,South,Technology,Phones,149.95,5,0,41.99
CA-2014-158274,11/19/2014,11/24/2014,Second Class,Home Office,Monroe,Louisiana,South,Technology,Accessories,29,2,0,7.25
CA-2016-105018,11/28/2016,12/2/2016,Standard Class,Consumer,Fairfield,Connecticut,East,Office Supplies,Binders,7.16,2,0,3.44
CA-2014-123260,8/26/2014,8/30/2014,Standard Class,Home Office,Los Angeles,California,West,Technology,Accessories,176.8,8,0,22.98
CA-2016-157000,7/16/2016,7/22/2016,Standard Class,Corporate,Grand Prairie,Texas,Central,Office Supplies,Storage,37.22,3,0.2,3.72
CA-2016-157000,7/16/2016,7/22/2016,Standard Class,Corporate,Grand Prairie,Texas,Central,Office Supplies,Paper,20.02,3,0.2,6.26
CA-2015-102281,10/12/2015,10/14/2015,First Class,Home Office,New York City,New York,East,Furniture,Bookcases,899.14,4,0.2,112.39
CA-2015-102281,10/12/2015,10/14/2015,First Class,Home Office,New York City,New York,East,Technology,Phones,71.76,6,0,20.09
CA-2015-102281,10/12/2015,10/14/2015,First Class,Home Office,New York City,New York,East,Office Supplies,Paper,51.84,8,0,24.88
CA-2015-102281,10/12/2015,10/14/2015,First Class,Home Office,New York City,New York,East,Furniture,Bookcases,626.35,3,0.2,46.98
CA-2015-102281,10/12/2015,10/14/2015,First Class,Home Office,New York City,New York,East,Office Supplies,Art,19.9,5,0,6.57
CA-2015-131457,10/31/2015,11/6/2015,Standard Class,Corporate,Redlands,California,West,Office Supplies,Envelopes,14.28,7,0,6.71
CA-2014-140004,3/21/2014,3/25/2014,Standard Class,Consumer,Hamilton,Ohio,East,Office Supplies,Art,7.41,2,0.2,1.2
CA-2014-140004,3/21/2014,3/25/2014,Standard Class,Consumer,Hamilton,Ohio,East,Office Supplies,Art,6.05,3,0.2,1.59
CA-2017-107720,11/6/2017,11/13/2017,Standard Class,Home Office,Westfield,New Jersey,East,Office Supplies,Storage,46.26,3,0,12.03
US-2017-124303,7/6/2017,7/13/2017,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.95,2,0.7,-2.26
US-2017-124303,7/6/2017,7/13/2017,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,16.06,3,0.2,5.82
